uid	travelled distance	energy
0	0.0	0.0
1	0.0	0.0
0	0.1002	0.031454784
1	0.1002	0.031454784
0	0.2006	0.06297235200000001
1	0.2006	0.06297235200000001
0	0.30119999999999997	0.094552704
1	0.30119999999999997	0.094552704
0	0.40199999999999997	0.12619584
1	0.40199999999999997	0.12619584
0	0.503	0.15790176000000003
1	0.503	0.15790176000000003
0	0.6041999999999998	0.18967046399999998
1	0.6041999999999998	0.18967046399999998
0	0.7055999999999999	0.221501952
1	0.7055999999999999	0.221501952
0	0.8071999999999999	0.253396224
1	0.8071999999999999	0.253396224
0	0.9089999999999998	0.28535328
1	0.9089999999999998	0.28535328
0	1.011	0.31737312
1	1.011	0.31737312
0	1.1131999999999997	0.34945574399999996
1	1.1131999999999997	0.34945574399999996
0	1.2155999999999996	0.3816011519999999
1	1.2155999999999996	0.3816011519999999
0	1.3181999999999996	0.4138093439999999
1	1.3181999999999996	0.4138093439999999
0	1.4209999999999996	0.4460803199999999
1	1.4209999999999996	0.4460803199999999
0	1.5239999999999994	0.47841407999999985
1	1.5239999999999994	0.47841407999999985
0	1.6271999999999995	0.5108106239999999
1	1.6271999999999995	0.5108106239999999
0	1.7305999999999995	0.543269952
1	1.7305999999999995	0.543269952
0	1.8341999999999992	0.5757920639999998
1	1.8341999999999992	0.5757920639999998
0	1.9379999999999993	0.6083769599999999
1	1.9379999999999993	0.6083769599999999
0	2.0419999999999994	0.6410246399999999
1	2.0419999999999994	0.6410246399999999
0	2.146199999999999	0.6737351039999998
1	2.146199999999999	0.6737351039999998
0	2.250599999999999	0.7065083519999997
1	2.250599999999999	0.7065083519999997
0	2.355199999999999	0.7393443839999998
1	2.355199999999999	0.7393443839999998
0	2.4599999999999986	0.7722431999999997
1	2.4599999999999986	0.7722431999999997
0	2.5649999999999986	0.8052047999999996
1	2.5649999999999986	0.8052047999999996
0	2.6701999999999986	0.8382291839999997
1	2.6701999999999986	0.8382291839999997
0	2.7755999999999985	0.8713163519999996
1	2.7755999999999985	0.8713163519999996
0	2.8811999999999984	0.9044663039999996
1	2.8811999999999984	0.9044663039999996
0	2.986999999999998	0.9376790399999995
1	2.986999999999998	0.9376790399999995
0	3.0929999999999978	0.9709545599999994
1	3.0929999999999978	0.9709545599999994
0	3.199199999999998	1.0042928639999995
1	3.199199999999998	1.0042928639999995
0	3.305599999999998	1.0376939519999995
1	3.305599999999998	1.0376939519999995
0	3.4121999999999977	1.0711578239999995
1	3.4121999999999977	1.0711578239999995
0	3.518999999999998	1.1046844799999995
1	3.518999999999998	1.1046844799999995
0	3.6259999999999977	1.1382739199999994
1	3.6259999999999977	1.1382739199999994
0	3.733199999999997	1.171926143999999
1	3.733199999999997	1.171926143999999
0	3.840599999999997	1.2056411519999992
1	3.840599999999997	1.2056411519999992
0	3.948199999999997	1.2394189439999992
1	3.948199999999997	1.2394189439999992
0	4.0559999999999965	1.273259519999999
1	4.0559999999999965	1.273259519999999
0	4.163999999999997	1.3071628799999992
1	4.163999999999997	1.3071628799999992
0	4.272199999999996	1.341129023999999
1	4.272199999999996	1.341129023999999
0	4.380599999999996	1.3751579519999988
1	4.380599999999996	1.3751579519999988
0	4.489199999999996	1.4092496639999987
1	4.489199999999996	1.4092496639999987
0	4.597999999999995	1.4434041599999987
1	4.597999999999995	1.4434041599999987
0	4.706999999999995	1.4776214399999987
1	4.706999999999995	1.4776214399999987
0	4.816199999999996	1.5119015039999988
1	4.816199999999996	1.5119015039999988
0	4.925599999999996	1.5462443519999989
1	4.925599999999996	1.5462443519999989
0	5.035199999999995	1.5806499839999986
1	5.035199999999995	1.5806499839999986
0	5.144999999999994	1.6151183999999983
1	5.144999999999994	1.6151183999999983
0	5.254999999999995	1.6496495999999985
1	5.254999999999995	1.6496495999999985
0	5.365199999999994	1.6842435839999985
1	5.365199999999994	1.6842435839999985
0	5.475599999999995	1.7189003519999986
1	5.475599999999995	1.7189003519999986
0	5.5861999999999945	1.7536199039999985
1	5.5861999999999945	1.7536199039999985
0	5.696999999999994	1.7884022399999981
1	5.696999999999994	1.7884022399999981
0	5.807999999999994	1.823247359999998
1	5.807999999999994	1.823247359999998
0	5.919199999999994	1.8581552639999983
1	5.919199999999994	1.8581552639999983
0	6.0305999999999935	1.8931259519999981
1	6.0305999999999935	1.8931259519999981
0	6.142199999999992	1.9281594239999977
1	6.142199999999992	1.9281594239999977
0	6.2539999999999925	1.9632556799999978
1	6.2539999999999925	1.9632556799999978
0	6.365999999999992	1.9984147199999975
1	6.365999999999992	1.9984147199999975
0	6.478199999999992	2.033636543999998
1	6.478199999999992	2.033636543999998
0	6.590599999999991	2.0689211519999975
1	6.590599999999991	2.0689211519999975
0	6.703199999999992	2.1042685439999977
1	6.703199999999992	2.1042685439999977
0	6.815999999999991	2.1396787199999974
1	6.815999999999991	2.1396787199999974
0	6.928999999999991	2.1751516799999977
1	6.928999999999991	2.1751516799999977
0	7.0421999999999905	2.2106874239999974
1	7.0421999999999905	2.2106874239999974
0	7.155599999999991	2.2462859519999974
1	7.155599999999991	2.2462859519999974
0	7.269199999999991	2.281947263999997
1	7.269199999999991	2.281947263999997
0	7.38299999999999	2.317671359999997
1	7.38299999999999	2.317671359999997
0	7.49699999999999	2.353458239999997
1	7.49699999999999	2.353458239999997
0	7.611199999999989	2.3893079039999967
1	7.611199999999989	2.3893079039999967
0	7.7255999999999885	2.4252203519999966
1	7.7255999999999885	2.4252203519999966
0	7.840199999999989	2.461195583999997
1	7.840199999999989	2.461195583999997
0	7.954999999999988	2.4972335999999964
1	7.954999999999988	2.4972335999999964
0	8.069999999999988	2.5333343999999967
1	8.069999999999988	2.5333343999999967
0	8.185199999999988	2.5694979839999963
1	8.185199999999988	2.5694979839999963
0	8.300599999999987	2.605724351999996
1	8.300599999999987	2.605724351999996
0	8.416199999999987	2.6420135039999963
1	8.416199999999987	2.6420135039999963
0	8.531999999999988	2.6783654399999963
1	8.531999999999988	2.6783654399999963
0	8.647999999999987	2.714780159999996
1	8.647999999999987	2.714780159999996
0	8.764199999999986	2.751257663999996
1	8.764199999999986	2.751257663999996
0	8.880599999999987	2.787797951999996
1	8.880599999999987	2.787797951999996
0	8.997199999999985	2.8244010239999957
1	8.997199999999985	2.8244010239999957
0	9.113999999999985	2.8610668799999956
1	9.113999999999985	2.8610668799999956
0	9.230999999999984	2.8977955199999954
1	9.230999999999984	2.8977955199999954
0	9.348199999999984	2.9345869439999954
1	9.348199999999984	2.9345869439999954
0	9.465599999999984	2.9714411519999953
1	9.465599999999984	2.9714411519999953
0	9.583199999999984	3.0083581439999953
1	9.583199999999984	3.0083581439999953
0	9.700999999999983	3.045337919999995
1	9.700999999999983	3.045337919999995
0	9.818999999999983	3.082380479999995
1	9.818999999999983	3.082380479999995
0	9.937199999999983	3.119485823999995
1	9.937199999999983	3.119485823999995
0	10.055599999999982	3.1566539519999948
1	10.055599999999982	3.1566539519999948
0	10.174199999999981	3.1938848639999944
1	10.174199999999981	3.1938848639999944
0	10.292999999999981	3.2311785599999947
1	10.292999999999981	3.2311785599999947
0	10.411999999999981	3.2685350399999944
1	10.411999999999981	3.2685350399999944
0	10.53119999999998	3.3059543039999943
1	10.53119999999998	3.3059543039999943
0	10.65059999999998	3.3434363519999937
1	10.65059999999998	3.3434363519999937
0	10.77019999999998	3.380981183999994
1	10.77019999999998	3.380981183999994
0	10.88999999999998	3.418588799999994
1	10.88999999999998	3.418588799999994
0	11.009999999999978	3.4562591999999936
1	11.009999999999978	3.4562591999999936
0	11.130199999999979	3.4939923839999936
1	11.130199999999979	3.4939923839999936
0	11.250599999999977	3.5317883519999933
1	11.250599999999977	3.5317883519999933
0	11.371199999999977	3.5696471039999933
1	11.371199999999977	3.5696471039999933
0	11.491999999999978	3.6075686399999936
1	11.491999999999978	3.6075686399999936
0	11.612999999999976	3.645552959999993
1	11.612999999999976	3.645552959999993
0	11.734199999999976	3.683600063999993
1	11.734199999999976	3.683600063999993
0	11.855599999999976	3.7217099519999928
1	11.855599999999976	3.7217099519999928
0	11.977199999999975	3.7598826239999927
1	11.977199999999975	3.7598826239999927
0	12.098999999999975	3.7981180799999925
1	12.098999999999975	3.7981180799999925
0	12.220999999999975	3.8364163199999926
1	12.220999999999975	3.8364163199999926
0	12.343199999999975	3.8747773439999924
1	12.343199999999975	3.8747773439999924
0	12.465599999999974	3.913201151999992
1	12.465599999999974	3.913201151999992
0	12.588199999999974	3.951687743999992
1	12.588199999999974	3.951687743999992
